run_id,score0,score1,score2,score3,score4,score5,score6,score7,score8,score9,universal_score
295,-244.63,-233.91,-229.62,-222.76,-222.01,-219.33,-218.69,-217.73,-216.30,-213.86,-228.19800000000004
666,-198.13,-196.89,-189.44,-188.31,-184.43,-180.58,-175.96,-172.73,-169.03,-166.43,-187.6909090909091
420,-162.23,-152.57,-149.92,-146.70,-139.49,-137.92,-135.38,-133.13,-133.09,-133.06,-147.06145454545455
183,-151.95,-142.06,-138.39,-135.95,-135.78,-132.69,-129.19,-120.11,-117.93,-117.31,-137.5490909090909
230,-194.83,-160.66,-160.52,-160.52,-160.32,-148.21,-147.67,-145.41,-145.28,-145.18,-163.04836363636366
745,-174.57,-145.50,-145.48,-141.14,-141.12,-139.63,-139.59,-134.99,-129.65,-129.32,-147.34254545454544
311,-217.74,-202.79,-195.65,-189.86,-189.32,-187.13,-186.62,-186.59,-186.37,-185.29,-196.956
440,-187.99,-177.54,-173.65,-172.85,-166.91,-165.25,-163.42,-160.34,-158.94,-158.11,-173.00563636363634
144,-199.31,-193.01,-184.65,-179.66,-169.11,-166.84,-164.67,-159.83,-159.81,-159.72,-180.57054545454545
524,-152.06,-148.28,-144.73,-142.03,-134.15,-133.85,-132.52,-131.67,-131.47,-130.68,-141.81872727272727
522,-189.75,-189.30,-180.63,-178.85,-178.78,-178.06,-173.87,-173.25,-171.13,-166.46,-181.54763636363634
552,-250.78,-243.09,-234.67,-226.51,-225.39,-223.95,-214.99,-212.83,-202.34,-201.42,-231.5487272727273
767,-213.03,-195.30,-190.46,-185.08,-184.45,-183.59,-182.55,-182.00,-180.67,-179.81,-191.80436363636366
705,-211.07,-185.02,-179.72,-179.51,-176.18,-175.97,-173.01,-166.22,-165.44,-163.72,-183.49890909090908
151,-192.49,-188.92,-185.38,-183.20,-183.13,-181.10,-177.96,-176.69,-176.52,-175.74,-184.8289090909091
073,-225.74,-214.69,-213.52,-202.41,-198.54,-195.80,-195.69,-194.15,-193.12,-189.79,-207.74763636363642
546,-261.15,-204.87,-194.00,-189.04,-186.41,-185.71,-184.62,-170.21,-168.97,-168.41,-202.41963636363633
200,-225.01,-222.22,-220.11,-213.33,-205.52,-199.65,-197.18,-193.62,-189.81,-188.32,-212.23927272727275
656,-183.45,-178.61,-172.54,-171.69,-171.31,-169.78,-169.52,-168.37,-166.69,-162.52,-174.18163636363636
490,-228.72,-221.59,-208.45,-206.05,-205.15,-197.06,-192.04,-181.16,-180.72,-178.46,-208.34909090909088
399,-202.48,-200.20,-175.63,-171.24,-171.18,-170.34,-160.97,-160.78,-157.88,-156.84,-180.144
568,-172.48,-171.01,-159.39,-151.87,-150.36,-150.26,-147.71,-147.14,-144.02,-143.16,-158.52763636363636
651,-202.93,-201.35,-179.42,-175.37,-173.12,-173.02,-172.43,-167.24,-166.23,-166.22,-183.60618181818177
240,-144.59,-141.84,-141.80,-141.36,-140.65,-140.23,-140.14,-139.49,-134.33,-132.19,-141.29654545454545
079,-135.18,-120.45,-119.93,-115.05,-114.35,-112.02,-111.00,-110.88,-110.53,-110.48,-119.18218181818183
116,-194.10,-184.42,-183.56,-179.57,-179.33,-177.50,-177.33,-174.15,-173.40,-173.37,-182.5758181818182
509,-230.30,-202.13,-200.15,-199.69,-197.10,-194.24,-194.05,-193.03,-191.08,-190.30,-203.68636363636364
153,-206.17,-187.18,-183.46,-177.56,-175.39,-172.90,-170.18,-167.92,-167.09,-165.43,-182.87
322,-143.26,-141.83,-141.38,-135.03,-132.94,-132.26,-130.55,-130.03,-129.95,-126.96,-137.15290909090908
134,-129.46,-121.20,-120.68,-119.43,-117.65,-116.03,-115.89,-115.15,-114.69,-114.65,-120.47163636363635
242,-143.15,-125.75,-122.87,-121.80,-120.49,-118.52,-116.07,-114.99,-114.62,-114.60,-124.86254545454547
763,-244.85,-240.69,-229.48,-220.26,-219.96,-212.74,-204.89,-204.42,-202.95,-202.03,-225.756
037,-193.23,-185.97,-181.55,-180.75,-174.02,-172.25,-169.93,-169.63,-169.41,-168.27,-180.44999999999996
035,-203.17,-201.98,-201.69,-195.08,-191.60,-183.25,-177.02,-176.86,-176.63,-175.87,-193.8589090909091
225,-177.37,-166.17,-166.02,-163.71,-163.39,-161.92,-161.11,-159.02,-158.38,-158.31,-165.9976363636364
730,-172.37,-171.81,-168.93,-163.81,-161.33,-160.72,-160.66,-160.40,-159.18,-158.39,-166.18672727272727
300,-248.80,-244.18,-233.88,-233.58,-224.93,-221.84,-221.74,-220.26,-216.53,-212.30,-233.51999999999998
650,-163.98,-158.82,-156.54,-154.53,-151.98,-147.89,-145.08,-143.79,-139.62,-139.51,-154.27236363636362
272,-176.15,-167.13,-146.84,-146.70,-146.60,-143.20,-137.43,-134.00,-131.97,-131.39,-152.908
316,-183.06,-169.48,-164.65,-160.90,-156.18,-145.10,-144.90,-142.37,-136.45,-134.58,-161.38527272727273
294,-148.37,-141.19,-140.29,-136.62,-130.38,-129.02,-128.57,-127.21,-127.07,-125.21,-137.0129090909091
600,-178.26,-176.49,-159.07,-158.94,-156.74,-156.59,-156.55,-155.96,-155.63,-154.53,-164.3529090909091
010,-192.48,-192.14,-187.86,-187.51,-185.54,-185.48,-184.21,-183.82,-183.52,-181.33,-188.12400000000002
042,-171.01,-160.48,-159.27,-157.93,-156.91,-155.86,-155.32,-154.06,-150.84,-150.54,-159.8278181818182
287,-176.48,-167.48,-157.39,-156.69,-155.41,-154.15,-152.04,-151.79,-151.72,-151.20,-160.89909090909092
094,-170.73,-170.18,-166.74,-164.51,-161.92,-158.27,-156.36,-155.94,-154.04,-152.60,-164.3858181818182
320,-192.62,-189.97,-187.32,-185.58,-183.23,-179.80,-179.79,-179.59,-179.29,-175.08,-185.88218181818183
045,-158.30,-157.70,-157.45,-151.14,-149.77,-149.23,-149.18,-149.05,-148.57,-147.54,-153.69454545454545
274,-182.73,-176.06,-164.37,-160.26,-152.30,-151.29,-149.38,-149.09,-147.95,-147.23,-163.75981818181816
021,-258.19,-238.40,-235.42,-229.65,-227.17,-224.34,-220.17,-219.67,-219.26,-218.02,-234.53381818181822
531,-211.12,-203.75,-202.42,-201.54,-200.67,-195.28,-193.34,-190.60,-185.95,-185.54,-201.05654545454544
312,-139.75,-133.97,-133.10,-130.38,-129.09,-128.75,-128.38,-126.05,-124.74,-124.30,-132.08054545454544
359,-137.43,-135.38,-132.29,-126.94,-126.84,-123.39,-120.97,-120.95,-120.77,-119.82,-129.55818181818182
739,-232.51,-230.62,-228.51,-217.38,-214.71,-213.72,-210.58,-210.40,-210.11,-209.83,-222.01545454545456
719,-211.35,-192.32,-187.15,-186.51,-183.39,-182.22,-178.04,-170.68,-169.39,-167.94,-188.90018181818186
602,-222.26,-208.17,-207.10,-206.14,-196.71,-193.99,-193.97,-191.19,-190.99,-188.66,-204.8401818181818
732,-182.64,-182.40,-178.92,-177.11,-172.46,-172.15,-170.97,-169.13,-169.02,-166.22,-176.91218181818178
142,-206.39,-198.88,-182.65,-182.17,-179.80,-178.82,-176.91,-173.32,-170.55,-170.33,-187.31163636363635
048,-136.70,-134.06,-133.05,-131.96,-130.11,-129.42,-129.36,-125.85,-122.66,-122.47,-131.85818181818183
203,-223.07,-211.42,-209.23,-207.72,-207.15,-202.34,-201.50,-200.96,-192.84,-192.47,-209.14527272727273
338,-165.60,-152.68,-148.49,-145.11,-144.77,-144.16,-143.85,-141.46,-137.39,-135.87,-149.7029090909091
139,-214.34,-210.29,-200.77,-198.41,-194.13,-189.28,-180.30,-176.27,-174.83,-173.75,-198.4661818181818
325,-218.65,-210.88,-210.37,-195.82,-191.48,-189.19,-186.85,-184.64,-183.77,-182.20,-201.5274545454546
672,-187.40,-180.39,-173.07,-170.63,-169.77,-169.67,-169.64,-168.61,-166.31,-162.34,-174.95999999999998
516,-222.10,-206.07,-190.44,-188.32,-186.35,-179.47,-179.40,-178.81,-178.47,-177.90,-194.94018181818183
124,-215.66,-212.30,-209.50,-194.28,-191.81,-187.85,-187.08,-185.38,-183.36,-181.51,-200.83745454545453
601,-221.66,-197.66,-186.05,-184.37,-183.65,-181.17,-179.29,-176.97,-176.41,-175.89,-191.9829090909091
191,-264.25,-226.78,-211.42,-190.17,-190.08,-189.24,-186.39,-181.85,-177.97,-175.47,-211.18672727272724
610,-199.23,-169.63,-167.25,-166.03,-164.13,-163.83,-161.80,-160.59,-159.75,-159.10,-171.46690909090913
189,-187.93,-181.80,-179.66,-174.87,-174.35,-172.47,-169.57,-169.15,-169.02,-168.02,-177.76563636363642
461,-180.32,-179.17,-167.30,-165.00,-154.40,-153.24,-150.04,-149.19,-148.23,-144.27,-165.27618181818178
740,-180.52,-177.24,-168.90,-168.05,-167.40,-166.80,-164.29,-161.46,-160.56,-158.65,-170.68400000000003
746,-177.40,-173.77,-162.78,-162.41,-160.25,-159.25,-158.03,-157.82,-155.58,-154.50,-165.5641818181818
081,-176.71,-173.31,-171.56,-171.54,-167.28,-163.51,-163.42,-163.17,-162.73,-159.53,-169.99200000000002
482,-222.84,-220.08,-202.58,-198.61,-189.74,-188.45,-186.17,-185.81,-182.19,-181.55,-202.70472727272727
573,-234.24,-211.23,-208.42,-203.86,-201.84,-201.02,-199.82,-198.46,-198.27,-195.56,-209.8318181818182
260,-164.43,-159.89,-155.79,-155.18,-149.17,-147.38,-146.77,-143.47,-143.41,-141.25,-154.42490909090907
648,-198.48,-178.31,-176.48,-166.45,-164.04,-159.01,-157.51,-153.96,-149.83,-148.67,-172.47490909090908
115,-190.52,-189.22,-189.10,-186.29,-183.37,-180.41,-177.86,-176.24,-174.99,-172.83,-185.27727272727273
255,-146.71,-145.25,-144.96,-143.25,-141.17,-141.16,-140.17,-139.68,-137.69,-135.13,-143.2696363636364
542,-163.78,-161.97,-158.44,-157.01,-154.65,-153.27,-151.54,-147.73,-147.37,-145.94,-157.2072727272727
210,-153.10,-147.40,-143.31,-142.57,-140.88,-136.67,-136.65,-135.60,-134.92,-133.95,-143.41618181818185
777,-206.40,-205.55,-205.24,-204.86,-203.75,-203.63,-203.62,-200.72,-199.83,-199.26,-204.47454545454542
504,-197.51,-184.02,-183.98,-182.96,-181.48,-176.10,-174.49,-173.66,-173.17,-171.94,-183.46254545454548
017,-204.39,-198.30,-197.02,-196.86,-193.99,-193.89,-191.34,-191.30,-188.43,-187.97,-196.73200000000003
250,-135.19,-131.71,-131.62,-128.13,-126.39,-121.74,-119.15,-115.19,-114.33,-110.57,-127.55636363636363
165,-236.86,-234.32,-232.72,-228.69,-213.24,-207.89,-202.94,-202.40,-193.74,-193.38,-222.88690909090906
786,-149.08,-141.29,-133.24,-131.55,-122.90,-122.45,-122.28,-120.80,-120.67,-120.34,-132.946
273,-171.04,-167.66,-161.40,-161.01,-159.98,-159.20,-152.81,-152.50,-149.68,-148.66,-162.00454545454545
156,-169.31,-156.04,-155.66,-155.35,-154.93,-154.76,-149.82,-149.74,-148.58,-146.57,-156.83272727272725
350,-179.67,-171.80,-169.23,-161.63,-158.61,-150.06,-149.94,-147.89,-147.14,-146.30,-163.8930909090909
544,-256.90,-251.58,-238.93,-229.38,-219.63,-215.20,-211.89,-211.09,-210.69,-207.58,-233.7070909090909
424,-165.66,-164.36,-144.21,-135.50,-131.69,-129.87,-128.05,-126.92,-126.14,-125.96,-144.52200000000002
197,-158.62,-156.46,-153.57,-150.24,-146.97,-144.49,-141.67,-138.89,-136.30,-133.58,-150.33418181818183
161,-217.25,-214.15,-209.86,-189.71,-186.51,-180.86,-176.26,-174.20,-173.40,-172.33,-197.76054545454542
641,-190.17,-164.95,-163.30,-151.03,-150.67,-146.83,-144.74,-142.81,-142.14,-141.41,-160.38381818181816
533,-266.81,-239.19,-213.13,-212.41,-210.98,-208.40,-203.45,-198.63,-198.30,-198.20,-224.09254545454542
505,-216.61,-204.35,-196.52,-196.19,-196.17,-190.36,-189.41,-188.37,-184.28,-183.39,-199.1683636363636
231,-178.30,-177.40,-175.94,-174.71,-166.57,-166.34,-164.47,-163.29,-159.79,-159.62,-172.14836363636365
238,-217.27,-203.18,-170.77,-168.28,-165.13,-164.51,-163.81,-161.39,-159.81,-158.49,-181.38709090909092
085,-163.77,-146.56,-141.69,-141.59,-140.96,-135.11,-135.08,-130.45,-127.74,-125.67,-143.91854545454544
077,-182.19,-178.79,-155.26,-133.67,-131.28,-128.64,-125.14,-123.94,-120.56,-120.30,-150.42654545454545
603,-185.26,-175.25,-174.49,-166.41,-159.41,-158.98,-157.90,-155.65,-151.49,-150.55,-168.98327272727272
228,-149.99,-134.65,-131.44,-127.46,-127.19,-124.15,-121.32,-121.19,-120.86,-118.97,-131.79854545454546
252,-236.24,-212.92,-187.46,-186.73,-186.65,-185.54,-184.62,-179.83,-179.73,-178.53,-199.07327272727275
659,-193.09,-172.46,-169.80,-169.72,-165.89,-164.70,-163.45,-160.51,-159.75,-156.82,-171.99945454545457
704,-232.56,-231.34,-217.25,-217.04,-214.36,-212.84,-206.04,-205.70,-202.31,-201.11,-219.31436363636368
380,-172.98,-169.28,-160.90,-154.91,-153.98,-149.89,-146.46,-145.36,-143.23,-142.25,-159.06999999999996
284,-167.74,-166.27,-158.27,-153.36,-151.93,-151.46,-148.32,-146.87,-145.17,-139.66,-157.20509090909093
426,-146.99,-145.10,-143.10,-139.93,-139.32,-138.45,-135.15,-131.84,-129.40,-127.46,-140.92109090909094
340,-190.45,-177.44,-173.88,-172.84,-170.92,-168.65,-167.20,-167.03,-166.35,-166.01,-175.26818181818183
276,-182.49,-176.88,-172.55,-165.01,-162.29,-161.90,-161.55,-157.77,-154.60,-153.47,-169.41290909090907
607,-202.52,-199.39,-197.00,-188.65,-188.09,-185.93,-185.65,-182.41,-178.14,-176.35,-192.67109090909094
538,-203.67,-202.46,-184.26,-180.61,-173.05,-170.83,-170.66,-168.45,-165.04,-164.74,-184.95363636363638
489,-190.61,-184.41,-181.86,-175.42,-175.11,-173.16,-171.07,-169.61,-168.03,-167.86,-179.3109090909091
523,-149.98,-148.90,-144.59,-143.35,-143.07,-138.74,-135.51,-134.89,-134.61,-132.60,-143.64945454545455
446,-224.29,-197.06,-191.08,-188.70,-188.69,-186.99,-185.88,-184.12,-184.07,-183.98,-196.01945454545455
458,-191.84,-181.31,-173.12,-163.27,-159.70,-159.46,-159.46,-158.22,-157.35,-156.74,-171.2269090909091
647,-155.96,-155.23,-154.68,-149.68,-147.97,-147.48,-147.02,-144.83,-143.68,-140.61,-151.22963636363636
182,-172.59,-166.16,-148.97,-145.87,-143.89,-142.61,-142.15,-141.91,-141.13,-139.16,-153.20600000000005
671,-189.20,-179.17,-170.92,-170.91,-169.23,-162.51,-160.14,-159.08,-157.06,-153.95,-172.40109090909093
227,-129.68,-123.35,-119.90,-118.33,-118.26,-118.23,-116.90,-115.85,-114.91,-114.16,-120.98727272727271
002,-186.50,-183.66,-179.97,-173.97,-165.15,-163.55,-162.76,-159.85,-157.17,-157.14,-174.29472727272724
540,-179.86,-178.25,-172.26,-168.95,-165.87,-165.52,-165.08,-164.84,-163.09,-162.96,-171.46145454545456
121,-165.61,-155.79,-152.55,-147.25,-145.93,-144.74,-144.65,-137.15,-135.95,-134.96,-151.01
118,-192.94,-176.96,-163.72,-163.58,-159.89,-156.05,-155.64,-155.23,-154.36,-153.53,-168.49
